,count,count_conflict,size,n_scheduler_delay,n_uncertainty_delay
00:54:00,5,0,0,0,0
00:54:30,6,0,0,0,0
00:55:00,6,0,0,0,0
00:55:30,6,0,0,0,0
00:56:00,5,0,0,0,0
00:56:30,6,0,0,0,0
00:57:00,6,0,0,0,0
00:57:30,6,0,0,0,0
00:58:00,6,0,0,0,0
00:58:30,6,0,0,0,0
00:59:00,5,0,0,0,0
00:59:30,6,0,0,0,0
01:00:00,6,0,0,0,0
01:00:30,6,0,0,0,0
01:01:00,6,0,0,0,0
01:01:30,6,0,0,0,0
01:02:00,6,0,0,0,0
01:02:30,7,0,0,0,0
01:03:00,7,0,0,0,0
01:03:30,7,0,0,0,0
01:04:00,7,0,0,0,0
01:04:30,7,0,0,0,0
01:05:00,7,0,0,0,0
01:05:30,7,0,0,0,0
01:06:00,7,0,0,0,0
01:06:30,7,0,0,0,0
01:07:00,6,0,0,0,0
01:07:30,6,0,0,0,0
01:08:00,6,0,0,0,0
01:08:30,6,0,0,0,0
01:09:00,6,0,0,0,0
01:09:30,5,0,0,0,0
01:10:00,5,0,0,0,0
01:10:30,5,0,0,0,0
01:11:00,5,0,0,0,0
01:11:30,6,0,0,0,0
01:12:00,6,0,0,0,0
01:12:30,6,0,0,0,0
01:13:00,6,0,0,0,0
01:13:30,6,0,0,0,0
01:14:00,6,0,0,0,0
01:14:30,7,0,0,0,0
01:15:00,7,0,0,0,0
01:15:30,7,0,0,0,0
01:16:00,7,0,0,0,0
01:16:30,7,0,0,0,0
01:17:00,6,0,0,0,0
01:17:30,7,0,0,0,0
01:18:00,7,0,0,0,0
01:18:30,7,0,0,0,0
01:19:00,7,0,0,0,0
01:19:30,7,0,0,0,0
01:20:00,7,0,0,0,0
01:20:30,6,0,0,0,0
01:21:00,6,0,0,0,0
01:21:30,6,0,0,0,0
01:22:00,6,0,0,0,0
01:22:30,6,0,0,0,0
01:23:00,5,0,0,0,0
01:23:30,5,0,0,0,0
01:24:00,5,0,0,0,0
01:24:30,6,0,0,0,0
01:25:00,6,0,0,0,0
01:25:30,6,0,0,0,0
01:26:00,5,0,0,0,0
01:26:30,6,0,0,0,0
01:27:00,6,0,0,0,0
01:27:30,5,0,0,0,0
01:28:00,5,0,0,0,0
01:28:30,5,0,0,0,0
01:29:00,5,0,0,0,0
01:29:30,5,0,0,0,0
01:30:00,5,0,0,0,0
01:30:30,6,0,0,0,0
01:31:00,6,0,0,0,0
01:31:30,6,0,0,0,0
01:32:00,5,0,0,0,0
01:32:30,5,0,0,0,0
01:33:00,5,0,0,0,0
01:33:30,6,0,0,0,0
01:34:00,6,0,0,0,0
01:34:30,5,0,0,0,0
01:35:00,5,0,0,0,0
01:35:30,5,0,0,0,0
01:36:00,5,0,0,0,0
01:36:30,5,0,0,0,0
01:37:00,5,0,0,0,0
01:37:30,6,0,0,0,0
01:38:00,6,0,0,0,0
01:38:30,5,0,0,0,0
01:39:00,5,0,0,0,0
01:39:30,6,0,0,0,0
01:40:00,6,0,0,0,0
01:40:30,6,0,0,0,0
01:41:00,6,0,0,0,0
01:41:30,5,0,0,0,0
01:42:00,5,0,0,0,0
01:42:30,6,0,0,0,0
01:43:00,5,0,0,0,0
01:43:30,5,0,0,0,0
01:44:00,5,0,0,0,0
01:44:30,5,0,0,0,0
01:45:00,5,0,0,0,0
01:45:30,6,0,0,0,0
01:46:00,5,0,0,0,0
01:46:30,5,0,0,0,0
01:47:00,5,0,0,0,0
01:47:30,6,0,0,0,0
01:48:00,6,0,0,0,0
01:48:30,6,0,0,0,0
01:49:00,6,0,0,0,0
01:49:30,6,0,0,0,0
01:50:00,5,0,0,0,0
01:50:30,6,0,0,0,0
01:51:00,6,0,0,1,0
01:51:30,6,0,0,0,0
01:52:00,6,0,0,0,0
01:52:30,6,0,0,0,0
01:53:00,6,0,0,0,0
01:53:30,7,0,0,0,0
01:54:00,7,0,0,0,0
01:54:30,7,0,0,0,0
01:55:00,7,0,0,0,0
01:55:30,7,0,0,0,0
01:56:00,7,0,0,0,0
01:56:30,8,0,0,0,0
01:57:00,8,0,0,0,0
01:57:30,7,0,0,0,0
01:58:00,7,0,0,0,0
01:58:30,7,0,0,0,0
01:59:00,7,0,0,0,0
01:59:30,6,0,0,0,0
02:00:00,6,0,0,0,0
02:00:30,6,0,0,0,0
02:01:00,6,0,0,0,0
02:01:30,5,0,0,0,0
02:02:00,5,0,0,0,0
02:02:30,6,0,0,0,0
02:03:00,6,0,0,0,0
02:03:30,6,0,0,0,0
02:04:00,6,0,0,0,0
02:04:30,6,0,0,1,0
02:05:00,6,0,0,0,0
02:05:30,6,0,0,0,0
02:06:00,6,0,0,0,0
02:06:30,6,0,0,0,0
02:07:00,6,0,0,0,0
02:07:30,6,0,0,0,0
02:08:00,6,0,0,0,0
02:08:30,7,0,0,0,0
02:09:00,7,0,0,0,0
02:09:30,7,0,0,0,0
02:10:00,7,0,0,0,0
02:10:30,6,0,0,0,0
02:11:00,6,0,0,0,0
02:11:30,6,0,0,0,0
02:12:00,5,0,0,0,0
02:12:30,6,0,0,0,0
02:13:00,5,0,0,0,0
02:13:30,5,0,0,0,0
02:14:00,5,0,0,0,0
02:14:30,5,0,0,0,0
02:15:00,5,0,0,0,0
02:15:30,6,0,0,0,0
02:16:00,6,0,0,0,0
02:16:30,6,0,0,0,0
02:17:00,6,0,0,1,0
02:17:30,6,0,0,0,0
02:18:00,6,0,0,0,0
02:18:30,6,0,0,0,0
02:19:00,6,0,0,0,0
02:19:30,6,0,0,0,0
02:20:00,6,0,0,0,0
02:20:30,6,0,0,0,0
02:21:00,6,0,0,0,0
02:21:30,6,0,0,0,0
02:22:00,6,0,0,0,0
02:22:30,6,0,0,0,0
02:23:00,6,0,0,0,0
02:23:30,6,0,0,0,0
02:24:00,6,0,0,0,0
02:24:30,6,0,0,0,0
02:25:00,6,0,0,0,0
02:25:30,5,0,0,0,0
02:26:00,5,0,0,0,0
02:26:30,5,0,0,0,0
02:27:00,5,0,0,0,0
02:27:30,5,0,0,0,0
02:28:00,5,0,0,0,0
02:28:30,6,0,0,0,0
02:29:00,5,0,0,0,0
02:29:30,5,0,0,0,0
02:30:00,5,0,0,0,0
02:30:30,5,0,0,0,0
02:31:00,4,0,0,0,0
02:31:30,5,0,0,0,0
02:32:00,5,0,0,1,0
02:32:30,5,0,0,0,0
02:33:00,5,0,0,0,0
02:33:30,5,0,0,0,0
02:34:00,4,0,0,0,0
02:34:30,5,0,0,0,0
02:35:00,5,0,0,0,0
02:35:30,5,0,0,0,0
02:36:00,5,0,0,0,0
02:36:30,5,0,0,0,0
02:37:00,5,0,0,0,0
02:37:30,6,0,0,0,0
02:38:00,6,0,0,0,0
02:38:30,6,0,0,0,0
02:39:00,6,0,0,0,0
02:39:30,5,0,0,0,0
02:40:00,5,0,0,0,0
02:40:30,5,0,0,0,0
02:41:00,5,0,0,0,0
02:41:30,5,0,0,0,0
02:42:00,5,0,0,0,0
02:42:30,6,0,0,0,0
02:43:00,6,0,0,0,0
02:43:30,6,0,0,0,0
02:44:00,6,0,0,0,0
02:44:30,7,0,0,0,0
02:45:00,6,0,0,0,0
02:45:30,6,0,0,0,0
02:46:00,6,0,0,0,0
02:46:30,6,0,0,0,0
02:47:00,6,0,0,0,0
02:47:30,6,0,0,0,0
02:48:00,6,0,0,0,0
02:48:30,7,0,0,1,0
02:49:00,7,0,0,1,0
02:49:30,7,0,0,0,0
02:50:00,7,0,0,0,0
02:50:30,7,0,0,0,0
02:51:00,7,0,0,0,0
02:51:30,7,0,0,0,0
02:52:00,7,0,0,0,0
02:52:30,7,0,0,2,0
02:53:00,7,0,0,0,0
02:53:30,7,0,0,1,0
02:54:00,7,0,0,0,0
02:54:30,7,0,0,0,0
02:55:00,7,0,0,0,0
02:55:30,7,0,0,0,0
02:56:00,7,0,0,0,0
02:56:30,6,0,0,0,0
02:57:00,6,0,0,0,0
02:57:30,7,0,0,0,0
02:58:00,7,0,0,0,0
02:58:30,7,0,0,0,0
02:59:00,7,0,0,0,0
02:59:30,7,0,0,0,0
03:00:00,6,0,0,0,0
03:00:30,7,0,0,0,0
03:01:00,6,0,0,0,0
03:01:30,6,0,0,0,0
03:02:00,5,0,0,0,0
03:02:30,5,0,0,0,0
03:03:00,5,0,0,0,0
03:03:30,6,0,0,0,0
03:04:00,6,0,0,0,0
03:04:30,6,0,0,1,0
03:05:00,5,0,0,0,0
03:05:30,5,0,0,0,0
03:06:00,5,0,0,0,0
03:06:30,6,0,0,0,0
03:07:00,6,0,0,0,0
03:07:30,6,0,0,0,0
03:08:00,6,0,0,0,0
03:08:30,7,0,0,0,0
03:09:00,7,0,0,0,0
03:09:30,7,0,0,0,0
03:10:00,7,0,0,0,0
03:10:30,7,0,0,0,0
03:11:00,7,0,0,0,0
03:11:30,7,0,0,0,0
03:12:00,6,0,0,0,0
03:12:30,7,0,0,0,0
03:13:00,6,0,0,0,0
03:13:30,6,0,0,0,0
03:14:00,6,0,0,0,0
03:14:30,5,0,0,0,0
03:15:00,5,0,0,0,0
03:15:30,6,0,0,0,0
03:16:00,5,0,0,0,0
03:16:30,5,0,0,0,0
03:17:00,5,0,0,0,0
03:17:30,5,0,0,0,0
03:18:00,5,0,0,0,0
03:18:30,6,0,0,0,0
03:19:00,6,0,0,0,0
03:19:30,6,0,0,0,0
03:20:00,6,0,0,0,0
03:20:30,6,0,0,0,0
03:21:00,6,0,0,0,0
03:21:30,7,0,0,0,0
03:22:00,6,0,0,0,0
03:22:30,6,0,0,0,0
03:23:00,6,0,0,0,0
03:23:30,6,0,0,0,0
03:24:00,6,0,0,0,0
03:24:30,6,0,0,0,0
03:25:00,6,0,0,0,0
03:25:30,6,0,0,0,0
03:26:00,5,0,0,0,0
03:26:30,5,0,0,0,1
03:27:00,5,0,0,0,0
03:27:30,5,0,0,0,0
03:28:00,4,0,0,0,0
03:28:30,5,0,0,0,0
03:29:00,5,0,0,0,0
03:29:30,5,0,0,0,0
03:30:00,5,0,0,0,0
03:30:30,6,0,0,0,0
03:31:00,6,0,0,0,0
03:31:30,6,0,0,0,0
03:32:00,6,0,0,0,0
03:32:30,5,0,0,0,0
03:33:00,5,0,0,0,0
03:33:30,6,0,0,0,0
03:34:00,6,0,0,0,0
03:34:30,6,0,0,0,0
03:35:00,6,0,0,1,0
03:35:30,6,0,0,0,0
03:36:00,6,0,0,0,0
03:36:30,7,0,0,0,0
03:37:00,7,0,0,0,0
03:37:30,7,0,0,0,0
03:38:00,7,0,0,0,0
03:38:30,7,0,0,0,0
03:39:00,7,0,0,0,0
03:39:30,7,0,0,2,0
03:40:00,7,0,0,0,0
03:40:30,6,0,0,1,0
03:41:00,6,0,0,1,0
03:41:30,6,0,0,1,0
03:42:00,6,0,0,0,0
03:42:30,7,0,0,0,0
03:43:00,7,0,0,0,0
03:43:30,7,0,0,0,0
03:44:00,7,0,0,0,0
03:44:30,7,0,0,0,0
03:45:00,7,0,0,0,0
03:45:30,8,0,0,0,0
03:46:00,8,0,0,0,0
03:46:30,8,0,0,1,0
03:47:00,7,0,0,1,0
03:47:30,7,0,0,0,0
03:48:00,6,0,0,1,0
03:48:30,7,0,0,0,0
03:49:00,6,0,0,0,0
03:49:30,6,0,0,0,0
03:50:00,5,0,0,0,0
03:50:30,5,0,0,0,0
03:51:00,5,0,0,0,0
03:51:30,6,0,0,0,0
03:52:00,6,0,0,0,0
03:52:30,6,0,0,0,0
03:53:00,6,0,0,0,0
03:53:30,6,0,0,0,0
03:54:00,5,0,0,0,0
03:54:30,5,0,0,0,0
03:55:00,4,0,0,0,0
03:55:30,5,0,0,0,0
03:56:00,5,0,0,0,0
03:56:30,5,0,0,0,0
03:57:00,5,0,0,0,0
03:57:30,5,0,0,0,0
03:58:00,5,0,0,0,0
03:58:30,6,0,0,0,0
03:59:00,6,0,0,0,0
03:59:30,6,0,0,0,0
04:00:00,6,0,0,0,0
04:00:30,6,0,0,0,0
04:01:00,6,0,0,0,0
04:01:30,7,0,0,1,0
04:02:00,7,0,0,0,0
04:02:30,7,0,0,0,0
04:03:00,7,0,0,0,0
04:03:30,7,0,0,0,0
04:04:00,7,0,0,0,0
04:04:30,6,0,0,0,0
04:05:00,6,0,0,0,0
04:05:30,6,0,0,0,0
04:06:00,6,0,0,0,0
04:06:30,6,0,0,0,0
04:07:00,5,0,0,0,0
04:07:30,6,0,0,0,0
04:08:00,6,0,0,0,0
04:08:30,6,0,0,0,0
04:09:00,5,0,0,0,0
04:09:30,5,0,0,0,0
04:10:00,4,0,0,0,0
04:10:30,5,0,0,0,0
04:11:00,5,0,0,0,0
04:11:30,5,0,0,0,0
04:12:00,5,0,0,0,0
04:12:30,5,0,0,0,0
04:13:00,5,0,0,1,0
04:13:30,5,0,0,0,0
04:14:00,5,0,0,0,0
04:14:30,6,0,0,0,0
04:15:00,6,0,0,0,0
04:15:30,6,0,0,0,0
04:16:00,6,0,0,0,0
04:16:30,7,0,0,0,0
04:17:00,7,0,0,0,0
04:17:30,7,0,0,0,0
04:18:00,7,0,0,0,0
04:18:30,6,0,0,0,0
04:19:00,6,0,0,0,0
04:19:30,7,0,0,1,0
04:20:00,7,0,0,0,0
04:20:30,6,0,0,0,0
04:21:00,6,0,0,0,0
04:21:30,5,0,0,0,0
04:22:00,5,0,0,0,0
04:22:30,5,0,0,0,0
04:23:00,5,0,0,0,0
04:23:30,6,0,0,1,0
04:24:00,6,0,0,0,0
04:24:30,6,0,0,0,0
04:25:00,6,0,0,0,0
04:25:30,7,0,0,0,0
04:26:00,7,0,0,0,0
04:26:30,6,0,0,0,0
04:27:00,6,0,0,1,0
04:27:30,6,0,0,0,0
04:28:00,6,0,0,1,0
04:28:30,7,0,0,0,0
04:29:00,7,0,0,0,0
04:29:30,7,0,0,0,0
04:30:00,7,0,0,0,0
04:30:30,7,0,0,0,0
04:31:00,6,0,0,0,0
04:31:30,7,0,0,0,0
04:32:00,6,0,0,0,0
04:32:30,6,0,0,0,0
04:33:00,6,0,0,0,0
04:33:30,5,0,0,0,0
04:34:00,5,0,0,0,0
04:34:30,5,0,0,0,0
04:35:00,5,0,0,0,0
04:35:30,6,0,0,0,0
04:36:00,5,0,0,0,0
04:36:30,5,0,0,0,0
04:37:00,5,0,0,0,0
04:37:30,6,0,0,0,0
04:38:00,6,0,0,0,0
04:38:30,6,0,0,0,0
04:39:00,6,0,0,0,0
04:39:30,6,0,0,0,0
04:40:00,6,0,0,0,0
04:40:30,7,0,0,0,0
04:41:00,7,0,0,0,0
04:41:30,7,0,0,0,0
04:42:00,7,0,0,0,0
04:42:30,7,0,0,0,0
04:43:00,7,0,0,0,0
04:43:30,7,0,0,0,0
04:44:00,7,0,0,0,0
04:44:30,7,0,0,0,0
04:45:00,7,0,0,0,0
04:45:30,6,0,0,0,0
04:46:00,6,0,0,0,0
04:46:30,5,0,0,0,0
04:47:00,5,0,0,0,0
04:47:30,6,0,0,0,0
04:48:00,6,0,0,0,0
04:48:30,6,0,0,0,0
04:49:00,6,0,0,0,0
04:49:30,6,0,0,0,0
04:50:00,6,0,0,0,0
04:50:30,7,0,0,0,0
04:51:00,7,0,0,0,0
04:51:30,7,0,0,0,0
04:52:00,7,0,0,0,0
04:52:30,6,0,0,0,0
04:53:00,6,0,0,0,0
04:53:30,7,0,0,0,0
04:54:00,7,0,0,0,0
04:54:30,6,0,0,1,0
04:55:00,6,0,0,0,0
04:55:30,5,0,0,0,0
04:56:00,5,0,0,0,0
04:56:30,5,0,0,0,0
04:57:00,5,0,0,0,0
04:57:30,6,0,0,0,0
04:58:00,6,0,0,0,0
04:58:30,6,0,0,0,0
04:59:00,6,0,0,0,0
04:59:30,6,0,0,0,0
05:00:00,6,0,0,0,0
05:00:30,7,0,0,0,0
05:01:00,7,0,0,0,0
05:01:30,7,0,0,0,0
05:02:00,6,0,0,0,0
05:02:30,6,0,0,0,0
05:03:00,5,0,0,0,0
05:03:30,5,0,0,0,0
05:04:00,5,0,0,0,0
05:04:30,5,0,0,0,0
05:05:00,5,0,0,0,0
05:05:30,5,0,0,0,0
05:06:00,5,0,0,0,0
05:06:30,5,0,0,0,0
05:07:00,5,0,0,0,0
05:07:30,5,0,0,0,0
05:08:00,5,0,0,0,0
05:08:30,5,0,0,0,0
05:09:00,5,0,0,0,0
05:09:30,5,0,0,0,0
05:10:00,5,0,0,0,0
05:10:30,5,0,0,0,0
05:11:00,5,0,0,0,0
05:11:30,5,0,0,0,0
05:12:00,5,0,0,0,0
05:12:30,5,0,0,0,0
05:13:00,4,0,0,0,0
05:13:30,5,0,0,0,0
05:14:00,5,0,0,0,0
05:14:30,5,0,0,0,0
05:15:00,5,0,0,0,0
05:15:30,6,0,0,0,0
05:16:00,5,0,0,0,0
05:16:30,5,0,0,0,0
05:17:00,5,0,0,0,0
05:17:30,5,0,0,0,0
05:18:00,5,0,0,0,0
05:18:30,5,0,0,0,0
05:19:00,5,0,0,0,0
05:19:30,6,0,0,0,0
05:20:00,6,0,0,0,0
05:20:30,6,0,0,0,0
05:21:00,5,0,0,0,0
05:21:30,6,0,0,0,0
05:22:00,5,0,0,0,0
05:22:30,5,0,0,0,0
05:23:00,5,0,0,0,0
05:23:30,5,0,0,0,0
05:24:00,5,0,0,0,0
05:24:30,6,0,0,0,0
05:25:00,6,0,0,0,0
05:25:30,6,0,0,0,0
05:26:00,6,0,0,0,0
05:26:30,6,0,0,0,0
05:27:00,6,0,0,0,0
05:27:30,7,0,0,0,0
05:28:00,6,0,0,0,0
05:28:30,6,0,0,0,1
05:29:00,6,0,0,0,0
05:29:30,6,0,0,0,0
05:30:00,6,0,0,0,0
05:30:30,7,0,0,0,0
05:31:00,6,0,0,0,0
05:31:30,6,0,0,0,0
05:32:00,6,0,0,0,0
05:32:30,6,0,0,0,0
05:33:00,6,0,0,0,0
05:33:30,6,0,0,0,0
05:34:00,6,0,0,0,0
05:34:30,6,0,0,0,0
05:35:00,5,0,0,0,0
05:35:30,5,0,0,0,0
05:36:00,5,0,0,0,0
05:36:30,6,0,0,0,0
05:37:00,5,0,0,0,0
05:37:30,5,0,0,0,0
05:38:00,5,0,0,0,0
05:38:30,5,0,0,0,0
05:39:00,5,0,0,0,0
05:39:30,6,0,0,0,0
05:40:00,6,0,0,0,0
05:40:30,6,0,0,0,0
05:41:00,5,0,0,0,0
05:41:30,5,0,0,1,0
05:42:00,5,0,0,0,0
05:42:30,5,0,0,0,0
05:43:00,5,0,0,0,0
05:43:30,5,0,0,0,0
05:44:00,5,0,0,0,0
05:44:30,5,0,0,0,0
05:45:00,5,0,0,0,0
05:45:30,6,0,0,1,0
05:46:00,6,0,0,0,0
05:46:30,6,0,0,0,0
05:47:00,6,0,0,0,0
05:47:30,7,0,0,0,0
05:48:00,7,0,0,0,0
05:48:30,6,0,0,0,0
05:49:00,6,0,0,0,0
05:49:30,6,0,0,0,0
05:50:00,6,0,0,0,0
05:50:30,7,0,0,0,0
05:51:00,7,0,0,0,0
05:51:30,7,0,0,0,0
05:52:00,7,0,0,0,0
05:52:30,8,0,0,0,0
05:53:00,7,0,0,0,0
05:53:30,7,0,0,0,0
05:54:00,6,0,0,0,0
05:54:30,6,0,0,0,0
05:55:00,5,0,0,1,0
05:55:30,6,0,0,0,0
05:56:00,6,0,0,0,0
05:56:30,6,0,0,0,0
05:57:00,6,0,0,0,0
05:57:30,6,0,0,0,0
05:58:00,6,0,0,0,0
05:58:30,7,0,0,0,0
05:59:00,7,0,0,0,0
05:59:30,7,0,0,0,0
06:00:00,7,0,0,0,0
06:00:30,7,0,0,0,0
06:01:00,7,0,0,0,0
06:01:30,8,0,0,0,0
06:02:00,8,0,0,0,0
06:02:30,7,0,0,0,0
06:03:00,7,0,0,0,0
06:03:30,6,0,0,0,0
06:04:00,6,0,0,0,0
06:04:30,7,0,0,0,0
06:05:00,7,0,0,0,0
06:05:30,7,0,0,0,0
06:06:00,7,0,0,0,0
06:06:30,7,0,0,0,0
06:07:00,7,0,0,0,0
06:07:30,7,0,0,0,0
06:08:00,7,0,0,0,0
06:08:30,7,0,0,0,0
06:09:00,7,0,0,0,0
06:09:30,7,0,0,0,0
06:10:00,6,0,0,0,0
06:10:30,6,0,0,0,0
06:11:00,5,0,0,0,0
06:11:30,6,0,0,0,0
06:12:00,5,0,0,0,0
06:12:30,5,0,0,0,0
06:13:00,5,0,0,0,0
06:13:30,5,0,0,0,0
06:14:00,5,0,0,0,0
06:14:30,5,0,0,0,0
06:15:00,4,0,0,0,0
06:15:30,5,0,0,0,0
06:16:00,5,0,0,0,0
06:16:30,5,0,0,0,0
06:17:00,5,0,0,0,0
06:17:30,6,0,0,0,0
06:18:00,5,0,0,0,0
06:18:30,5,0,0,0,0
06:19:00,5,0,0,0,0
06:19:30,5,0,0,0,0
06:20:00,4,0,0,0,0
06:20:30,4,0,0,0,0
06:21:00,4,0,0,0,0
06:21:30,5,0,0,0,0
06:22:00,5,0,0,0,0
06:22:30,5,0,0,0,0
06:23:00,4,0,0,0,0
06:23:30,4,0,0,0,0
06:24:00,4,0,0,0,0
06:24:30,5,0,0,0,0
06:25:00,5,0,0,0,0
06:25:30,4,0,0,0,0
06:26:00,4,0,0,0,0
06:26:30,4,0,0,0,0
06:27:00,4,0,0,0,0
06:27:30,4,0,0,0,0
06:28:00,4,0,0,0,0
06:28:30,5,0,0,0,0
06:29:00,5,0,0,0,0
06:29:30,5,0,0,0,0
06:30:00,5,0,0,0,0
06:30:30,5,0,0,0,0
06:31:00,5,0,0,0,0
06:31:30,6,0,0,0,0
06:32:00,5,0,0,0,0
06:32:30,5,0,0,0,0
06:33:00,5,0,0,0,0
06:33:30,5,0,0,0,0
06:34:00,5,0,0,0,0
06:34:30,6,0,0,0,0
06:35:00,6,0,0,0,0
06:35:30,6,0,0,0,0
06:36:00,6,0,0,0,0
06:36:30,5,0,0,0,0
06:37:00,5,0,0,0,0
06:37:30,6,0,0,0,0
06:38:00,6,0,0,0,0
06:38:30,6,0,0,0,0
06:39:00,6,0,0,0,0
06:39:30,6,0,0,1,0
06:40:00,6,0,0,0,0
06:40:30,6,0,0,0,0
06:41:00,6,0,0,0,0
06:41:30,6,0,0,0,0
06:42:00,6,0,0,0,0
06:42:30,6,0,0,0,0
06:43:00,6,0,0,0,0
06:43:30,6,0,0,1,0
06:44:00,6,0,0,0,0
06:44:30,6,0,0,0,0
06:45:00,6,0,0,0,0
06:45:30,7,0,0,0,0
06:46:00,7,0,0,0,0
06:46:30,7,0,0,0,0
06:47:00,7,0,0,0,0
06:47:30,7,0,0,0,0
06:48:00,7,0,0,0,0
06:48:30,8,0,0,0,0
06:49:00,7,0,0,0,0
06:49:30,7,0,0,0,0
06:50:00,7,0,0,0,0
06:50:30,7,0,0,0,0
06:51:00,6,0,0,0,0
06:51:30,7,0,0,0,0
06:52:00,6,0,0,0,0
06:52:30,6,0,0,0,0
06:53:00,6,0,0,0,0
06:53:30,6,0,0,0,0
06:54:00,6,0,0,0,0
06:54:30,6,0,0,0,0
06:55:00,5,0,0,0,0
06:55:30,6,0,0,0,0
06:56:00,6,0,0,0,0
06:56:30,6,0,0,0,0
06:57:00,6,0,0,0,0
06:57:30,7,0,0,0,0
06:58:00,7,0,0,0,0
06:58:30,6,0,0,0,0
06:59:00,6,0,0,0,0
06:59:30,7,0,0,0,0
07:00:00,7,0,0,0,0
07:00:30,6,0,0,0,0
07:01:00,6,0,0,0,0
07:01:30,6,0,0,0,0
07:02:00,5,0,0,0,0
07:02:30,6,0,0,0,0
07:03:00,6,0,0,0,0
07:03:30,6,0,0,0,0
07:04:00,5,0,0,0,0
07:04:30,5,0,0,0,0
07:05:00,5,0,0,0,0
07:05:30,6,0,0,0,0
07:06:00,6,0,0,0,0
07:06:30,6,0,0,0,0
07:07:00,5,0,0,0,0
07:07:30,5,0,0,0,0
07:08:00,5,0,0,0,0
07:08:30,6,0,0,0,0
07:09:00,6,0,0,0,0
07:09:30,6,0,0,0,0
07:10:00,5,0,0,0,0
07:10:30,5,0,0,0,0
07:11:00,5,0,0,0,0
07:11:30,5,0,0,0,0
07:12:00,5,0,0,0,0
07:12:30,5,0,0,0,0
07:13:00,5,0,0,0,0
07:13:30,5,0,0,0,0
07:14:00,5,0,0,0,0
07:14:30,5,0,0,0,0
07:15:00,5,0,0,0,0
07:15:30,6,0,0,0,0
